Claims,Beneficiaries,Female_Ratio,Age,Pens_ratio,Depen_ratio
-0.209648893,-0.38350758,0.46639833,1.704693612,1.655161061,-0.74739963
-0.505521399,-0.212657672,0.375925896,-0.379716041,-0.363232959,0.351683219
-0.349587798,-0.30145657,0.422819448,0.104356438,0.060876361,-0.181522454
-0.752861652,-0.335196011,0.420002582,-0.659855546,-0.509769069,-0.917859543
-0.473277502,-0.149442791,-0.663430534,-1.160027996,-0.677440196,2.823743512
-0.136938611,0.271948344,0.597273622,-0.646975569,-0.522450079,-0.409101979
-0.71570384,-0.129633806,-0.201707879,-0.672735523,-0.47102154,1.879303233
-0.402505378,-0.150726132,0.121049456,-0.847688547,-0.628125158,1.819772591
-0.62923068,-0.033403951,-1.227056764,-1.284534443,-0.747185748,1.58266748
-0.205204834,0.22916342,0.769782584,-0.748942055,-0.636579165,0.20209586
-0.904214153,0.020703349,-7.812375311,0.273942805,-0.767616263,-2.924138637
-0.742074532,-0.337162421,-0.497897082,-0.388302692,-0.263898384,-0.463978865
-0.559124186,-0.306776224,0.160627291,-0.719962106,-0.478771046,0.024529309
0.008423221,0.016480744,0.451961413,-0.520322459,-0.328007932,0.00113433
1.032925578,-0.374793282,0.52361488,0.733328661,0.567412242,-0.586420687
1.509281684,-0.336562148,0.232154348,0.352296,0.199662965,0.134783987
-0.716017077,-0.394022694,-0.423119314,-0.748942055,-0.668281689,1.03899542
-0.636689651,-0.169375971,-0.511161668,-0.0437633,-0.108203767,-1.471463885
-1.082270161,-0.399342348,0.477297694,0.488609093,0.129917413,-0.423335121
-0.857933295,-0.393422422,-0.302808209,-0.11030985,-0.199084335,-0.455757298
-1.25750703,-0.401702039,-1.698011827,-1.48417409,-0.769729765,-0.332468642
-0.183141159,-0.120774616,-0.001799118,0.066789838,-0.119475775,0.444593064
0.954616174,-0.377960236,0.507266666,1.16588123,0.954887534,-0.170689342
-1.103863979,-0.389717293,0.248997236,-0.527835779,-0.473839542,1.175189112
-0.681678404,-0.33349869,-1.126981012,-0.716742112,-0.743663245,0.734070245
